4.463307, 1.27, 81.01386
9.060328, 1.27, 76.66064
36.19351, 1.27, 51.80241
41.75873, 1.27, 46.36981
45.81207, 1.27, 44.88807
52.99325, 5.686679, 43.65549
68.38482, 5.693316, 44.73226
75.31664, 5.693316, 45.82805
82.92241, 5.687849, 50.18784
85.11367, 5.686666, 51.26401
89.87428, 10.63673, 55.243
95.54976, 16.50977, 60.1056
97.89232, 16.51642, 62.08756
98.63029, 16.51642, 60.94856
101.8527, 14.09667, 57.24648
103.434, 15.22481, 55.39995
103.5533, 15.23146, 52.8584
106.0361, 15.2253, 51.28243
108.8562, 15.23146, 51.01192
124.8109, 15.23148, 44.49643
141.068, 15.23147, 42.7323
152.7072, 15.23147, 38.18878
156.8386, 15.23146, 35.67856
157.9617, 15.23146, 35.17323
163.5249, 21.3073, 28.99318
167.1954, 23.38882, 25.01204
169.3236, 23.39547, 25.28029
176.436, 10.34224, 31.11802
181.2897, 5.693316, 35.38516
189.6317, 5.693316, 39.35676
199.7045, 5.693304, 41.8168
208.2242, 5.693315, 42.17228
212.702, 5.686667, 41.77084
221.6258, 1.27, 34.85505
217.5621, 1.27, 29.14438
210.0149, 1.27, 18.86323
199.2866, 1.27, 5.205182
133.4703, 1.27, -30.46625
96.76007, 1.27, -32.18799
51.82013, 1.27, -22.94003
-5.087115, 1.27, -8.938584
-47.5682, 5.858472, 0.3876773
-67.25759, 4.761683, 7.511119
-61.57747, 1.515555, 25.6881
-47.02888, 3.391829, 54.2108
